distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_detector_detector_type
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,42620,5841,0.0005841,1167827.337976,0.01351478,0.01237308,0.01465648,576,21444,21176,0.0070903807,0.0017637213,3.60084e-05,0.01158885,0.02211511,0.51111111,1,4262,8.0,0.158489319246,OK,6.2135,8,7,1,0,0,0,1,0,0,0,0,0,5589,2749,2749,792,42718,676,0,0,0,0,0,0,0,1,85653,0,False,False,0,"{""afterpulse_total_count"": 676, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,SPD
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,66807,11880,0.001188,1832064.769325,0.01459428,0.01365605,0.01553251,975,33358,33449,0.0111024809,0.0028231178,4.71285e-05,0.01298935,0.0209257,0.54237288,1,6681,6.0,0.251188643151,OK,7.6644,32,17,15,0,0,0,1,0,0,0,0,0,9026,4535,4535,1559,67107,1063,0,0,0,0,0,0,0,1,133683,0,False,False,0,"{""afterpulse_total_count"": 1063, ""ap_depth_d0"": 0,",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,SPD
60.0,True,10000000,bb84-decoy,BB84DecoyProtocol,17015,1419,0.0001419,469881.360667,0.01263591,0.01084231,0.01442951,215,8465,8550,0.0028160984,0.0007461368,1.35935e-05,0.01123305,0.02146211,0.26470588,1,1702,12.0,0.063095734448,OK,6.873,1,1,0,0,0,0,1,0,0,0,0,0,2236,1111,1111,212,17188,251,0,0,0,0,0,0,0,1,34190,0,False,False,0,"{""afterpulse_total_count"": 251, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,SPD
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,6815,0,0.0,187860.52948,0.01129861,0.00849586,0.01410135,77,3477,3338,0.0011373049,0.0002711369,6.4015e-06,0.00958926,0.01845018,0.4375,1,682,16.0,0.025118864315,ZERO_KEY,5.3367,0,0,0,0,0,0,1,0,0,0,0,0,871,434,434,71,6687,104,0,0,0,0,0,0,0,1,13574,0,False,False,0,"{""afterpulse_total_count"": 104, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,SPD
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,4266,0,0.0,118655.405366,0.01429911,0.01026786,0.01833036,61,2145,2121,0.0007086836,0.0001791436,3.998e-06,0.01359672,0.01117318,0.4,1,427,18.0,0.015848931925,ZERO_KEY,5.2318,0,0,0,0,0,0,1,0,0,0,0,0,562,282,282,55,4306,82,0,0,0,0,0,0,0,1,8675,0,False,False,0,"{""afterpulse_total_count"": 82, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,SPD
100.0,True,10000000,bb84-decoy,BB84DecoyProtocol,2680,0,0.0,74915.714562,0.01492537,0.00958158,0.02026916,40,1377,1303,0.000444856,0.0001119373,3.6026e-06,0.01225991,0.02678571,0.44444444,1,268,20.0,0.01,ZERO_KEY,5.2208,0,0,0,0,0,0,1,0,0,0,0,0,371,208,208,30,2677,45,0,0,0,0,0,0,0,1,5357,0,False,False,0,"{""afterpulse_total_count"": 45, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,SPD
110.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1695,0,0.0,47288.233048,0.01238938,0.00590234,0.01887642,21,874,821,0.0002822872,7.04602e-05,4.004e-07,0.01159047,0.0212766,0.0,1,170,22.0,0.006309573445,ZERO_KEY,5.2336,0,0,0,0,0,0,1,0,0,0,0,0,245,116,116,15,1793,25,0,0,0,0,0,0,0,1,3514,0,False,False,0,"{""afterpulse_total_count"": 25, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,SPD
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1072,0,0.0,29844.670909,0.01119403,0.00291606,0.019472,12,530,542,0.0001779422,4.64803e-05,3.995e-07,0.00817996,0.03225806,1.0,1,107,24.0,0.003981071706,ZERO_KEY,5.8901,0,0,0,0,0,0,1,0,0,0,0,0,136,74,74,20,1085,26,0,0,0,0,0,0,0,1,2184,0,False,False,0,"{""afterpulse_total_count"": 26, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,SPD
130.0,True,10000000,bb84-decoy,BB84DecoyProtocol,640,0,0.0,18833.825954,0.009375,0.0,0.02029306,6,320,320,0.0001077854,2.24955e-05,8.007e-07,0.0084317,0.0,0.5,1,64,26.0,0.002511886432,ZERO_KEY,5.2015,0,0,0,0,0,0,1,0,0,0,0,0,88,44,44,8,668,13,0,0,0,0,0,0,0,1,1381,0,False,False,0,"{""afterpulse_total_count"": 13, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,SPD
10.0,False,10000000,bb84-decoy,BB84DecoyProtocol,472696,206374,0.0206374,9127675.984754,0.0,0.0,7.8e-06,0,236005,236691,0.0783476718,0.020805398,0.0,0.0,0.0,0.0,0,47270,2.0,0.63095734448,OK,3.8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,PNRD
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,412,0,0.0,11884.579896,0.01456311,0.0,0.03142684,6,201,211,6.9471e-05,1.49941e-05,0.0,0.01570681,0.0,0.0,1,41,28.0,0.001584893192,ZERO_KEY,5.96,0,0,0,0,0,0,1,0,0,0,0,0,61,34,34,2,426,4,0,0,0,0,0,0,0,1,836,0,False,False,0,"{""afterpulse_total_count"": 4, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,SPD
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,304,0,0.0,7499.15634,0.01315789,0.0,0.03334493,4,147,157,5.21744e-05,8.5138e-06,0.0,0.01393728,0.0,0.0,1,30,30.0,0.001,ZERO_KEY,5.0077,0,0,0,0,0,0,1,0,0,0,0,0,32,12,12,2,298,3,0,0,0,0,0,0,0,1,581,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,SPD
70.0,True,10000000,bb84-decoy,BB84DecoyProtocol,10624,0,0.0,297248.758941,0.01506024,0.01255967,0.01756081,160,5249,5375,0.0017650357,0.0004464574,9.9969e-06,0.01329075,0.0212766,0.48,1,1062,14.0,0.039810717055,ZERO_KEY,10.6467,1,0,1,0,0,0,1,0,0,0,0,0,1437,706,706,156,10784,191,0,0,0,0,0,0,0,1,21482,0,False,False,0,"{""afterpulse_total_count"": 191, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,6e-07,1.2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,SPD
20.0,False,10000000,bb84-decoy,BB84DecoyProtocol,306655,126533,0.0126533,6660622.174797,0.0,0.0,1.203e-05,0,153419,153236,0.0509254538,0.0132643475,0.0,0.0,0.0,0.0,0,30666,4.0,0.398107170553,OK,3.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,PNRD
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,693989,185037,0.0185037,11735979.135337,0.0,0.0,5.32e-06,0,347027,346962,0.1182133047,0.0219365727,0.0,0.0,0.0,0.0,0,69399,0.0,1.0,OK,5.2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,PNRD
40.0,False,10000000,bb84-decoy,BB84DecoyProtocol,124376,40855,0.0040855,3141238.121804,0.0,0.0,2.966e-05,0,62409,61967,0.0209463931,0.0045824522,0.0,0.0,0.0,0.0,0,12438,8.0,0.158489319246,OK,3.5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1303,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,PNRD
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,196998,80143,0.0080143,4649350.560733,0.0,0.0,1.873e-05,0,98350,98648,0.0328155359,0.0082517467,0.0,0.0,0.0,0.0,0,19700,6.0,0.251188643151,OK,4.4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,PNRD
50.0,False,10000000,bb84-decoy,BB84DecoyProtocol,79876,32071,0.0032071,2073762.961667,0.0,0.0,4.618e-05,0,40027,39849,0.0132851302,0.0033988769,0.0,0.0,0.0,0.0,0,7988,10.0,0.1,OK,3.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,PNRD
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,50643,17744,0.0017744,1347581.469558,0.0,0.0,7.284e-05,0,25376,25267,0.0084498919,0.002085142,0.0,0.0,0.0,0.0,0,5064,12.0,0.063095734448,OK,3.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,PNRD
70.0,False,10000000,bb84-decoy,BB84DecoyProtocol,32166,11761,0.0011761,866547.959982,0.0,0.0,0.00011468,0,15975,16191,0.0053413512,0.0013946416,0.0,0.0,0.0,0.0,0,3217,14.0,0.039810717055,OK,3.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,PNRD
90.0,False,10000000,bb84-decoy,BB84DecoyProtocol,12775,3656,0.0003656,351889.750987,0.0,0.0,0.00028872,0,6317,6458,0.0021231253,0.0005491299,0.0,0.0,0.0,0.0,0,1278,18.0,0.015848931925,OK,3.4944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,PNRD
110.0,False,10000000,bb84-decoy,BB84DecoyProtocol,5171,585,5.85e-05,141213.270182,0.0,0.0,0.00071312,0,2603,2568,0.0008573601,0.0002274906,0.0,0.0,0.0,0.0,0,517,22.0,0.006309573445,OK,3.3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,PNRD
120.0,False,10000000,bb84-decoy,BB84DecoyProtocol,3260,0,0.0,89274.149498,0.0,0.0,0.00113092,0,1603,1657,0.0005472093,0.0001250799,0.0,0.0,0.0,0.0,0,326,24.0,0.003981071706,ZERO_KEY,3.4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,PNRD
130.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1957,0,0.0,56397.892284,0.0,0.0,0.00188319,0,1010,947,0.0003271501,7.85421e-05,0.0,0.0,0.0,0.0,0,196,26.0,0.002511886432,ZERO_KEY,3.3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,PNRD
100.0,False,10000000,bb84-decoy,BB84DecoyProtocol,8007,1571,0.0001571,223116.051937,0.0,0.0,0.0004606,0,3963,4044,0.0013347805,0.0003328155,0.0,0.0,0.0,0.0,0,801,20.0,0.01,OK,5.9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,PNRD
140.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1310,0,0.0,35612.468271,0.0,0.0,0.00281198,0,637,673,0.0002176635,5.60732e-05,0.0,0.0,0.0,0.0,0,131,28.0,0.001584893192,ZERO_KEY,3.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,PNRD
150.0,False,10000000,bb84-decoy,BB84DecoyProtocol,768,0,0.0,22481.030209,0.0,0.0,0.00479171,0,393,375,0.0001291223,2.89922e-05,0.0,0.0,0.0,0.0,0,77,30.0,0.001,ZERO_KEY,3.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,PNRD
80.0,False,10000000,bb84-decoy,BB84DecoyProtocol,20323,5689,0.0005689,553423.289635,0.0,0.0,0.0001815,0,10179,10144,0.0033855507,0.0008523193,0.0,0.0,0.0,0.0,0,2032,16.0,0.025118864315,OK,6.8138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,PNRD
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,694277,130396,0.0130396,11735979.135337,0.00885237,0.00862926,0.00907549,6146,347655,346622,0.1182400193,0.0219549597,0.0,0.00879331,0.00972754,0.0,0,69428,0.0,1.0,OK,3.8145,0,0,0,0,0,0,0,0,0,0,0,0,34592,17260,17260,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,PNRD
10.0,True,10000000,bb84-decoy,BB84DecoyProtocol,471528,153439,0.0153439,9127675.984754,0.00934409,0.00906538,0.0096228,4406,235759,235769,0.0782305931,0.0206237359,0.0,0.00923139,0.01051943,0.0,0,47153,2.0,0.63095734448,OK,3.6705,0,0,0,0,0,0,0,0,0,0,0,0,22778,11340,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,PNRD
20.0,True,10000000,bb84-decoy,BB84DecoyProtocol,306805,95554,0.0095554,6660622.174797,0.00935774,0.00901074,0.00970473,2871,153260,153545,0.0509680263,0.0132444274,0.0,0.00925774,0.01041549,0.0,0,30680,4.0,0.398107170553,OK,3.6266,0,0,0,0,0,0,0,0,0,0,0,0,14163,7020,7020,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,PNRD
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,196633,58153,0.0058153,4649350.560733,0.00945416,0.00901658,0.00989174,1859,98336,98297,0.0327175747,0.008298392,0.0,0.00929228,0.0112109,0.0,0,19663,6.0,0.251188643151,OK,3.4735,0,0,0,0,0,0,0,0,0,0,0,0,8940,4549,4549,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,PNRD
50.0,True,10000000,bb84-decoy,BB84DecoyProtocol,79850,20709,0.0020709,2073762.961667,0.00990607,0.0091948,0.01061735,791,39870,39980,0.0132908466,0.0033786805,0.0,0.00997428,0.00916888,0.0,0,7985,10.0,0.1,OK,3.4647,0,0,0,0,0,0,0,0,0,0,0,0,3539,1743,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,PNRD
