distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_detector_detector_type
60.0,True,10000000,bb84-decoy,BB84DecoyProtocol,50564,11053,0.0011053,1347581.469558,0.00949292,0.00860907,0.01037677,480,25353,25211,0.0084187459,0.0021246108,0.0,0.00956473,0.00870998,0.0,0,5056,12.0,0.063095734448,OK,3.9881,0,0,0,0,0,0,0,0,0,0,0,0,2176,1054,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,PNRD
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,124190,26701,0.0026701,3141238.121804,0.0103551,0.00977648,0.01093373,1286,61877,62313,0.0208853897,0.0046452204,0.0,0.01037388,0.01012277,0.0,0,12419,8.0,0.158489319246,OK,4.5094,0,0,0,0,0,0,0,0,0,0,0,0,5639,2843,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1303,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,PNRD
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,20249,2707,0.0002707,553423.289635,0.00992642,0.00846358,0.01138925,201,10052,10197,0.0033600339,0.0008830144,0.0,0.00995456,0.00963173,0.0,0,2025,16.0,0.025118864315,OK,3.4698,0,0,0,0,0,0,0,0,0,0,0,0,888,436,436,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,PNRD
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,12825,838,8.38e-05,351889.750987,0.00951267,0.0076777,0.01134764,122,6392,6433,0.0021399784,0.0005302063,0.0,0.00943476,0.01037736,0.0,0,1282,18.0,0.015848931925,OK,3.3559,0,0,0,0,0,0,0,0,0,0,0,0,556,274,274,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,PNRD
70.0,True,10000000,bb84-decoy,BB84DecoyProtocol,32050,5833,0.0005833,866547.959982,0.00951638,0.00839222,0.01064054,305,15990,16060,0.0053402195,0.0013379278,0.0,0.0094982,0.00971599,0.0,0,3205,14.0,0.039810717055,OK,5.6488,0,0,0,0,0,0,0,0,0,0,0,0,1445,727,727,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,PNRD
110.0,True,10000000,bb84-decoy,BB84DecoyProtocol,5257,0,0.0,141213.270182,0.01217424,0.00882851,0.01551998,64,2664,2593,0.000877347,0.0002146304,0.0,0.01263463,0.00699301,0.0,0,526,22.0,0.006309573445,ZERO_KEY,3.3466,0,0,0,0,0,0,0,0,0,0,0,0,217,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,PNRD
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,3194,0,0.0,89274.149498,0.007201,0.00361645,0.01078556,23,1604,1590,0.0005313092,0.0001363786,0.0,0.00718932,0.00732601,0.0,0,319,24.0,0.003981071706,ZERO_KEY,3.7506,0,0,0,0,0,0,0,0,0,0,0,0,129,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,PNRD
130.0,True,10000000,bb84-decoy,BB84DecoyProtocol,2084,0,0.0,56397.892284,0.00863724,0.00365814,0.01361633,18,993,1091,0.0003489176,8.25193e-05,0.0,0.00885878,0.00606061,0.0,0,208,26.0,0.002511886432,ZERO_KEY,3.4657,0,0,0,0,0,0,0,0,0,0,0,0,89,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,PNRD
100.0,True,10000000,bb84-decoy,BB84DecoyProtocol,8222,0,0.0,223116.051937,0.00912187,0.00682264,0.0114211,75,4173,4049,0.0013753621,0.0003270909,0.0,0.00885307,0.01223242,0.0,0,822,20.0,0.01,ZERO_KEY,5.738,0,0,0,0,0,0,0,0,0,0,0,0,352,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,PNRD
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,807,0,0.0,22481.030209,0.01115242,0.00124004,0.02106479,9,423,384,0.0001322024,3.99753e-05,0.0,0.01237964,0.0,0.0,0,81,30.0,0.001,ZERO_KEY,3.4329,0,0,0,0,0,0,0,0,0,0,0,0,34,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,PNRD
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1240,0,0.0,35612.468271,0.01048387,0.00310673,0.01786102,13,670,570,0.0002083808,4.69663e-05,0.0,0.0104712,0.0106383,0.0,0,124,28.0,0.001584893192,ZERO_KEY,4.4029,0,0,0,0,0,0,0,0,0,0,0,0,57,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.45,0.45,1e-06,1e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,PNRD
20.0,False,10000000,bb84-decoy,BB84DecoyProtocol,480857,133234,0.0133234,13428274.264547,0.0,0.0,7.67e-06,0,240476,240381,0.0820228588,0.0148522009,0.0,0.0,0.0,0.0,0,48086,4.0,0.398107170553,OK,6.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962160,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,SNSPD
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,321785,131056,0.0131056,8798451.055144,0.0,0.0,1.146e-05,0,161114,160671,0.0533930843,0.0140219627,0.0,0.0,0.0,0.0,0,32178,6.0,0.251188643151,OK,6.2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643688,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,SNSPD
10.0,False,10000000,bb84-decoy,BB84DecoyProtocol,725723,198213,0.0198213,20108957.067252,0.0,0.0,5.08e-06,0,361608,364115,0.1235852767,0.0230940548,0.0,0.0,0.0,0.0,0,72572,2.0,0.63095734448,OK,7.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451088,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,SNSPD
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,83511,32700,0.00327,2324836.178521,0.0,0.0,4.417e-05,0,41782,41729,0.0138947552,0.0035252609,0.0,0.0,0.0,0.0,0,8351,12.0,0.063095734448,OK,6.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167616,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,SNSPD
40.0,False,10000000,bb84-decoy,BB84DecoyProtocol,207383,86455,0.0086455,5689800.571622,0.0,0.0,1.779e-05,0,104003,103380,0.0345021509,0.0087825928,0.0,0.0,0.0,0.0,0,20738,8.0,0.158489319246,OK,6.8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414448,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,SNSPD
70.0,False,10000000,bb84-decoy,BB84DecoyProtocol,53466,19208,0.0019208,1476371.611829,0.0,0.0,6.899e-05,0,26592,26874,0.0089156099,0.0022145827,0.0,0.0,0.0,0.0,0,5347,14.0,0.039810717055,OK,5.9485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106911,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,SNSPD
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1067108,329594,0.0329594,29341482.042931,0.0,0.0,3.46e-06,0,533320,533788,0.1809386051,0.0358968741,0.0,0.0,0.0,0.0,0,106711,0.0,1.0,OK,10.5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137096,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,SNSPD
50.0,False,10000000,bb84-decoy,BB84DecoyProtocol,132263,55322,0.0055322,3647428.105758,0.0,0.0,2.789e-05,0,65903,66360,0.0220034869,0.0056232263,0.0,0.0,0.0,0.0,0,13226,10.0,0.1,OK,7.3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264113,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,SNSPD
80.0,False,10000000,bb84-decoy,BB84DecoyProtocol,33993,11655,0.0011655,935349.515112,0.0,0.0,0.00010851,0,17049,16944,0.0056627265,0.0014290624,0.0,0.0,0.0,0.0,0,3399,16.0,0.025118864315,OK,5.1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67832,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,SNSPD
90.0,False,10000000,bb84-decoy,BB84DecoyProtocol,21451,6689,0.0006689,591697.456363,0.0,0.0,0.00017195,0,10633,10818,0.0035791949,0.0008868164,0.0,0.0,0.0,0.0,0,2145,18.0,0.015848931925,OK,5.1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42753,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,SNSPD
100.0,False,10000000,bb84-decoy,BB84DecoyProtocol,13429,3457,0.0003457,373948.271718,0.0,0.0,0.00027466,0,6745,6684,0.0022340495,0.0005718899,0.0,0.0,0.0,0.0,0,1343,20.0,0.01,OK,5.2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26784,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,SNSPD
110.0,False,10000000,bb84-decoy,BB84DecoyProtocol,8385,2006,0.0002006,236189.869502,0.0,0.0,0.00043984,0,4121,4264,0.0013931592,0.0003612039,0.0,0.0,0.0,0.0,0,838,22.0,0.006309573445,OK,5.1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16836,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,SNSPD
130.0,False,10000000,bb84-decoy,BB84DecoyProtocol,3483,0,0.0,94129.241884,0.0,0.0,0.00105855,0,1740,1743,0.0005808486,0.0001443306,0.0,0.0,0.0,0.0,0,348,26.0,0.002511886432,ZERO_KEY,5.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6876,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,SNSPD
150.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1350,0,0.0,37489.456091,0.0,0.0,0.00272877,0,687,663,0.000221793,6.497e-05,0.0,0.0,0.0,0.0,0,135,30.0,0.001,ZERO_KEY,6.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,SNSPD
140.0,False,10000000,bb84-decoy,BB84DecoyProtocol,2180,0,0.0,59407.01397,0.0,0.0,0.00169072,0,1083,1097,0.0003625753,9.29876e-05,0.0,0.0,0.0,0.0,0,218,28.0,0.001584893192,ZERO_KEY,7.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4234,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,SNSPD
10.0,True,10000000,bb84-decoy,BB84DecoyProtocol,724698,135210,0.013521,20108957.067252,0.01014078,0.00990745,0.0103741,7349,361785,362913,0.1234031922,0.0230171036,0.0,0.01010957,0.01060086,0.0,2,72470,2.0,0.63095734448,OK,6.5865,3824,1871,1953,0,0,0,2,1,0,0,0,0,22086,10959,10959,0,727737,0,0,0,0,0,0,26277,0,1,1455701,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,SNSPD
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1069108,234942,0.0234942,29341482.042931,0.00995409,0.00976411,0.01014407,10642,534280,534828,0.1812177519,0.0360314419,0.0,0.0099959,0.00937513,0.0,1,106911,0.0,1.0,OK,7.6285,8984,4469,4515,0,0,0,1,0,0,0,0,0,34773,17366,17366,0,1074140,0,0,0,0,0,0,57663,0,1,2147581,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,SNSPD
120.0,False,10000000,bb84-decoy,BB84DecoyProtocol,5289,573,5.73e-05,149123.219237,0.0,0.0,0.00069722,0,2637,2652,0.0008856802,0.0002079233,0.0,0.0,0.0,0.0,0,529,24.0,0.003981071706,OK,10.6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10566,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,SNSPD
20.0,True,10000000,bb84-decoy,BB84DecoyProtocol,480576,90005,0.0090005,13428274.264547,0.00988813,0.00960437,0.0101719,4752,239445,241131,0.0820172085,0.0147936809,0.0,0.00987697,0.01005805,0.0,1,48058,4.0,0.398107170553,OK,6.839,1649,803,846,0,0,0,1,0,0,0,0,0,13889,6983,6983,0,480701,0,0,0,0,0,0,11706,0,1,961839,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,SNSPD
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,207329,61368,0.0061368,5689800.571622,0.01050987,0.01006158,0.01095815,2179,103546,103783,0.0345135452,0.0087663387,0.0,0.01050014,0.01061523,0.0,1,20733,8.0,0.158489319246,OK,5.9161,292,149,143,0,0,0,1,0,0,0,0,0,5799,2884,2884,0,207087,0,0,0,0,0,0,2209,0,1,414616,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,SNSPD
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,321159,99604,0.0099604,8798451.055144,0.00999816,0.00964806,0.01034826,3211,160419,160740,0.0533428239,0.0138547501,0.0,0.01001799,0.00978799,0.0,1,32116,6.0,0.251188643151,OK,6.6872,673,332,341,0,0,0,1,0,0,0,0,0,9074,4635,4635,0,322209,0,0,0,0,0,0,5153,0,1,643978,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,SNSPD
50.0,True,10000000,bb84-decoy,BB84DecoyProtocol,131984,38457,0.0038457,3647428.105758,0.01013759,0.00958247,0.01069271,1338,66193,65791,0.0219722937,0.005586179,0.0,0.01010711,0.01046699,0.0,1,13198,10.0,0.1,OK,5.7611,114,56,58,0,0,0,1,0,0,0,0,0,3672,1866,1866,0,132289,0,0,0,0,0,0,895,0,1,264225,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.75,0.75,1e-09,1e-09,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,SNSPD
