distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_detector_double_click_policy
57.14,False,10000000,bb84-decoy,BB84DecoyProtocol,22256,0,0.0,2645280.969487,0.02269051,0.02064814,0.02473288,505,11131,11125,0.0034222114,0.0007563609,0.0001036138,0.01456051,0.07463672,0.44927536,6,2226,11.42857143,0.0719685673,ZERO_KEY,6.4113,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,7,7,0,0,0,44947,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,11.42857142857143,0.0,DISCARD
57.14,True,10000000,bb84-decoy,BB84DecoyProtocol,22590,0,0.0,2645280.969487,0.03368747,0.03125174,0.0361232,761,11412,11178,0.0034640743,0.0007901719,0.0001124845,0.02578783,0.06708861,0.52888889,1,2259,11.42857143,0.0719685673,ZERO_KEY,12.818,5,2,3,0,0,0,1,0,0,0,0,0,557,282,282,0,22529,0,0,2085,3,3,3,28,0,1,45202,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,11.42857142857143,0.0,RANDOM
68.57,False,10000000,bb84-decoy,BB84DecoyProtocol,13165,0,0.0,1575579.251494,0.02347133,0.02073943,0.02620322,309,6673,6492,0.0020226895,0.0004532956,6.15105e-05,0.01590441,0.06284454,0.4796748,1,1316,13.71428571,0.042517863034,ZERO_KEY,6.8953,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1211,2,2,2,0,0,0,26402,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,13.714285714285715,0.0,DISCARD
80.0,False,10000000,bb84-decoy,BB84DecoyProtocol,7868,0,0.0,935349.515112,0.02262328,0.01909177,0.0261548,178,3907,3961,0.0012104422,0.0002667839,3.65046e-05,0.01542487,0.05805243,0.47945205,0,787,16.0,0.025118864315,ZERO_KEY,5.6771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,15653,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,DISCARD
11.43,True,10000000,bb84-decoy,BB84DecoyProtocol,180100,6289,0.0006289,19008775.033002,0.0313548,0.03053958,0.03217003,5647,90137,89963,0.0276171604,0.006347569,0.0008521349,0.02349342,0.07163685,0.49560117,493,18010,2.28571429,0.590783791159,OK,6.2186,493,0,0,0,0,493,494,0,0,0,0,0,4722,2371,2371,0,180698,0,0,16405,302,302,302,1703,0,1,362115,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.285714285714286,0.0,DISCARD
45.71,True,10000000,bb84-decoy,BB84DecoyProtocol,38159,0,0.0,4416901.171454,0.03152598,0.02972365,0.03332831,1203,19246,18913,0.0058560433,0.0013416311,0.0001813305,0.02429576,0.06252326,0.50137741,23,3816,9.14285714,0.121818791201,ZERO_KEY,5.8689,23,0,0,0,0,23,24,0,0,0,0,0,933,458,458,0,38674,0,0,3409,14,14,14,79,0,1,76548,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.142857142857144,0.0,DISCARD
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,299910,18584,0.0018584,29341482.042931,0.03141276,0.03078227,0.03204324,9421,149308,150602,0.0459384722,0.0107072184,0.0014219159,0.02292754,0.07746545,0.50721069,1333,29991,0.0,1.0,OK,6.7984,1333,0,0,0,0,1333,1334,0,0,0,0,0,8007,4021,4021,0,301639,0,0,27576,807,807,807,4466,0,1,602771,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,DISCARD
22.86,True,10000000,bb84-decoy,BB84DecoyProtocol,107522,1602,0.0001602,11920014.824768,0.03125872,0.03020121,0.03231623,3361,53550,53972,0.0164830944,0.0038061722,0.0004997669,0.02341546,0.07157867,0.5005005,158,10752,4.57142857,0.349025487896,OK,6.1715,158,0,0,0,0,158,159,0,0,0,0,0,2806,1421,1421,0,108249,0,0,9689,115,115,115,577,0,1,215932,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.571428571428572,0.0,DISCARD
68.57,True,10000000,bb84-decoy,BB84DecoyProtocol,13377,0,0.0,1575579.251494,0.03221948,0.02908612,0.03535284,431,6840,6537,0.0020647443,0.0004325411,6.24719e-05,0.02567208,0.06358382,0.464,1,1338,13.71428571,0.042517863034,ZERO_KEY,5.7416,1,0,0,0,0,1,2,0,0,0,0,0,372,203,203,0,13518,0,0,1117,1,1,1,5,0,1,26666,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,13.714285714285715,0.0,DISCARD
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,7923,0,0.0,935349.515112,0.03029156,0.02627755,0.03430556,240,3966,3957,0.001220277,0.0002700602,3.04974e-05,0.0226714,0.07592593,0.54098361,3,792,16.0,0.025118864315,ZERO_KEY,5.6279,3,0,0,0,0,3,4,0,0,0,0,0,195,98,98,0,7877,0,1,667,0,0,0,2,0,1,15826,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,DISCARD
34.29,True,10000000,bb84-decoy,BB84DecoyProtocol,63606,0,0.0,7308797.006564,0.03200956,0.03061221,0.03340691,2036,31674,31932,0.0097617774,0.0022259738,0.0002833532,0.02427201,0.0740907,0.50176678,63,6361,6.85714286,0.20619860095,ZERO_KEY,10.361,63,0,0,0,0,63,64,0,0,0,0,0,1642,819,819,0,63816,0,0,5671,39,39,39,199,0,1,127808,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.857142857142858,0.0,DISCARD
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,299841,29030,0.002903,29341482.042931,0.02279541,0.02225489,0.02333594,6835,149922,149919,0.0459736011,0.010640634,0.0013793951,0.01475302,0.06557917,0.49655922,0,29984,0.0,1.0,OK,6.5732,833,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27335,771,771,771,0,0,0,600828,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,rogers_2007
34.29,False,10000000,bb84-decoy,BB84DecoyProtocol,64111,381,3.81e-05,7308797.006564,0.0220711,0.0209042,0.02323799,1415,31915,32196,0.009879919,0.0021439893,0.0002719943,0.0149294,0.05620336,0.53125,0,6411,6.85714286,0.20619860095,OK,6.1848,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5657,36,36,36,0,0,0,128146,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.857142857142858,0.0,rogers_2007
45.71,False,10000000,bb84-decoy,BB84DecoyProtocol,37925,0,0.0,4416901.171454,0.02328279,0.0217149,0.02485069,883,18853,19072,0.0058319834,0.0012941827,0.0001706385,0.01520261,0.06640927,0.52492669,0,3792,9.14285714,0.121818791201,ZERO_KEY,6.0996,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,11,11,11,0,0,0,76094,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.142857142857144,0.0,rogers_2007
57.14,True,10000000,bb84-decoy,BB84DecoyProtocol,22657,0,0.0,2645280.969487,0.03248444,0.03009315,0.03487573,736,11354,11303,0.0034823355,0.0007794969,9.95717e-05,0.02483372,0.07825529,0.47738693,4,2266,11.42857143,0.0719685673,ZERO_KEY,12.5695,4,0,0,0,0,4,5,0,0,0,0,0,582,290,290,0,22485,0,0,2062,8,8,8,21,0,1,45000,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,11.42857142857143,0.0,DISCARD
22.86,False,10000000,bb84-decoy,BB84DecoyProtocol,107669,3584,0.0003584,11920014.824768,0.02264347,0.02173727,0.02354967,2438,53877,53792,0.0165198231,0.0037603549,0.000501297,0.01457285,0.06472233,0.50548355,0,10767,4.57142857,0.349025487896,OK,6.7182,106,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9781,102,102,102,0,0,0,215731,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.571428571428572,0.0,rogers_2007
11.43,False,10000000,bb84-decoy,BB84DecoyProtocol,180703,12526,0.0012526,19008775.033002,0.0227445,0.02204663,0.02344237,4110,90142,90561,0.0277113006,0.0063679763,0.0008159149,0.01489047,0.06310909,0.50889025,0,18070,2.28571429,0.590783791159,OK,8.0204,281,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16350,291,291,291,0,0,0,361656,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.285714285714286,0.0,rogers_2007
57.14,False,10000000,bb84-decoy,BB84DecoyProtocol,22395,0,0.0,2645280.969487,0.02353204,0.02146144,0.02560263,527,11135,11260,0.0034432785,0.0007596335,0.000105509,0.01582309,0.06126482,0.507109,0,2240,11.42857143,0.0719685673,ZERO_KEY,6.0499,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069,7,7,7,0,0,0,44750,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,11.42857142857143,0.0,rogers_2007
80.0,False,10000000,bb84-decoy,BB84DecoyProtocol,7810,0,0.0,935349.515112,0.02483995,0.02114175,0.02853815,194,3978,3832,0.0012033363,0.0002641223,3.09854e-05,0.01717452,0.06818182,0.5483871,0,781,16.0,0.025118864315,ZERO_KEY,5.9066,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,1,1,1,0,0,0,15773,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,rogers_2007
68.57,False,10000000,bb84-decoy,BB84DecoyProtocol,13215,0,0.0,1575579.251494,0.02164207,0.01901538,0.02426877,286,6569,6646,0.0020188776,0.0004935486,5.65187e-05,0.01353694,0.06180344,0.53982301,0,1322,13.71428571,0.042517863034,ZERO_KEY,7.7727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,2,2,0,0,0,26687,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,13.714285714285715,0.0,rogers_2007
11.43,True,10000000,bb84-decoy,BB84DecoyProtocol,180078,6262,0.0006262,19008775.033002,0.03108098,0.0302691,0.03189285,5597,90185,89893,0.0276258751,0.006360078,0.0008136745,0.02353971,0.07116487,0.48555624,460,18008,2.28571429,0.590783791159,OK,6.1264,0,0,0,0,0,0,460,0,0,0,0,0,4639,2319,2319,0,180666,0,0,16272,299,299,299,1721,459,1,361163,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.285714285714286,0.0,rogers_2007
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,300103,19856,0.0019856,29341482.042931,0.0311593,0.03053146,0.03178714,9351,150082,150021,0.0460160275,0.0105729149,0.0014239849,0.02319045,0.07295163,0.49350193,1307,30010,0.0,1.0,OK,6.2613,0,0,0,0,0,0,1307,0,0,0,0,0,7849,3907,3907,0,301365,0,0,27351,787,787,787,4438,1306,1,602475,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,rogers_2007
34.29,True,10000000,bb84-decoy,BB84DecoyProtocol,63706,0,0.0,7308797.006564,0.03206919,0.03067173,0.03346665,2043,31881,31825,0.0097932029,0.0021958015,0.0002796132,0.02413535,0.07394767,0.53667263,48,6371,6.85714286,0.20619860095,ZERO_KEY,7.1555,0,0,0,0,0,0,48,0,0,0,0,0,1630,821,821,0,63814,0,0,5752,44,44,44,211,47,1,128012,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.857142857142858,0.0,rogers_2007
45.71,True,10000000,bb84-decoy,BB84DecoyProtocol,38258,0,0.0,4416901.171454,0.03256835,0.03074076,0.03439595,1246,19042,19216,0.0058729184,0.001331823,0.0001755544,0.02494042,0.07547878,0.47293447,20,3826,9.14285714,0.121818791201,ZERO_KEY,6.0564,0,0,0,0,0,0,20,0,0,0,0,0,967,490,490,0,38345,0,0,3456,15,15,15,75,19,1,76251,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.142857142857144,0.0,rogers_2007
57.14,True,10000000,bb84-decoy,BB84DecoyProtocol,22607,0,0.0,2645280.969487,0.03091963,0.02857989,0.03325936,699,11353,11254,0.0034717414,0.0007975582,8.76186e-05,0.02399693,0.07518797,0.45142857,8,2261,11.42857143,0.0719685673,ZERO_KEY,4.9118,0,0,0,0,0,0,8,0,0,0,0,0,574,266,266,0,22489,0,0,1952,2,2,2,16,7,1,45031,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,11.42857142857143,0.0,rogers_2007
22.86,True,10000000,bb84-decoy,BB84DecoyProtocol,107580,0,0.0,11920014.824768,0.03186466,0.03079776,0.03293156,3428,53776,53804,0.016517693,0.0037319893,0.0005008087,0.02394068,0.07414857,0.500998,162,10758,4.57142857,0.349025487896,ZERO_KEY,8.4061,0,0,0,0,0,0,162,0,0,0,0,0,2700,1344,1344,0,107759,0,0,9705,92,92,92,605,161,1,215623,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.571428571428572,0.0,rogers_2007
68.57,True,10000000,bb84-decoy,BB84DecoyProtocol,13300,0,0.0,1575579.251494,0.03045113,0.02738867,0.03351359,405,6681,6619,0.0020513794,0.0004389758,5.4517e-05,0.02355043,0.07069555,0.48623853,3,1330,13.71428571,0.042517863034,ZERO_KEY,3.6784,0,0,0,0,0,0,3,0,0,0,0,0,335,172,172,0,13211,0,0,1149,2,2,2,9,2,1,26646,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,13.714285714285715,0.0,rogers_2007
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,7978,0,0.0,935349.515112,0.03008273,0.02609591,0.03406955,240,3932,4046,0.0012305602,0.0002648901,3.29954e-05,0.02384178,0.06037736,0.48484848,3,798,16.0,0.025118864315,ZERO_KEY,3.7631,0,0,0,0,0,0,3,0,0,0,0,0,211,100,100,0,7902,0,0,703,2,2,2,3,2,1,15721,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.1,0.0,4,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.75,0.75,1.0,1.0,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,rogers_2007
