distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_protocol_runtime_protocol_class
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,410,0,0.0,,0.01219512,0.0,0.02822853,5,200,210,6.91073e-05,1.49941e-05,0.0,0.01315789,0.0,0.0,1,41,28.0,0.001584893192,ZERO_KEY,5.4687,0,0,0,0,0,0,1,0,0,0,0,0,61,34,34,0,424,0,0,0,0,0,0,0,0,1,832,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,BB84DecoyProtocol
10.0,False,10000000,b92,B92Protocol,160913,37749,0.0037749,,0.0,0.0,2.292e-05,0,80456,80457,0.0275526421,0.0047145624,0.0,0.0,0.0,0.0,0,16091,2.0,0.63095734448,OK,5.6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322458,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,B92Protocol
0.0,False,10000000,b92,B92Protocol,251808,62382,0.0062382,,0.0,0.0,1.465e-05,0,125904,125904,0.043062668,0.0074543213,0.0,0.0,0.0,0.0,0,25181,0.0,1.0,OK,6.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502563,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,B92Protocol
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,304,0,0.0,,0.01315789,0.0,0.03334493,4,147,157,5.21744e-05,8.5138e-06,0.0,0.01393728,0.0,0.0,1,30,30.0,0.001,ZERO_KEY,7.1053,0,0,0,0,0,0,1,0,0,0,0,0,32,12,12,0,298,0,0,0,0,0,0,0,0,1,578,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,BB84DecoyProtocol
20.0,False,10000000,b92,B92Protocol,105366,41176,0.0041176,,0.0,0.0,3.501e-05,0,52683,52683,0.0175554618,0.0043982145,0.0,0.0,0.0,0.0,0,10537,4.0,0.398107170553,OK,6.6626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211320,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,B92Protocol
40.0,False,10000000,b92,B92Protocol,42668,15229,0.0015229,,0.0,0.0,8.645e-05,0,21334,21334,0.0071073912,0.0017922866,0.0,0.0,0.0,0.0,0,4267,8.0,0.158489319246,OK,6.0783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85249,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,B92Protocol
30.0,False,10000000,b92,B92Protocol,67038,25654,0.0025654,,0.0,0.0,5.503e-05,0,33519,33519,0.0111541146,0.0028416626,0.0,0.0,0.0,0.0,0,6704,6.0,0.251188643151,OK,7.8283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134366,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,B92Protocol
60.0,False,10000000,b92,B92Protocol,17091,5257,0.0005257,,0.0,0.0,0.00021581,0,8545,8546,0.0028379334,0.0007397794,0.0,0.0,0.0,0.0,0,1709,12.0,0.063095734448,OK,5.2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34169,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,B92Protocol
70.0,False,10000000,b92,B92Protocol,10612,2468,0.0002468,,0.0,0.0,0.00034755,0,5306,5306,0.001767594,0.0004419455,0.0,0.0,0.0,0.0,0,1061,14.0,0.039810717055,OK,5.0465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21246,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,B92Protocol
80.0,False,10000000,b92,B92Protocol,6743,1235,0.0001235,,0.0,0.0,0.00054692,0,3371,3372,0.0011202841,0.0002910994,0.0,0.0,0.0,0.0,0,674,16.0,0.025118864315,OK,5.8699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13330,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,B92Protocol
90.0,False,10000000,b92,B92Protocol,4303,339,3.39e-05,,0.0,0.0,0.00085691,0,2151,2152,0.0007162985,0.0001809972,0.0,0.0,0.0,0.0,0,430,18.0,0.015848931925,OK,5.4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8515,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,B92Protocol
110.0,False,10000000,b92,B92Protocol,1684,0,0.0,,0.0,0.0,0.00218815,0,842,842,0.0002791796,7.45587e-05,0.0,0.0,0.0,0.0,0,168,22.0,0.006309573445,ZERO_KEY,5.4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,B92Protocol
100.0,False,10000000,b92,B92Protocol,2664,0,0.0,,0.0,0.0,0.00138376,0,1332,1332,0.0004415527,0.0001170565,0.0,0.0,0.0,0.0,0,266,20.0,0.01,ZERO_KEY,6.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5348,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,B92Protocol
120.0,False,10000000,b92,B92Protocol,1071,0,0.0,,0.0,0.0,0.00343841,0,536,535,0.0001772468,4.80236e-05,0.0,0.0,0.0,0.0,0,107,24.0,0.003981071706,ZERO_KEY,6.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,B92Protocol
140.0,False,10000000,b92,B92Protocol,373,0,0.0,,0.0,0.0,0.00984101,0,187,186,6.28982e-05,1.3498e-05,0.0,0.0,0.0,0.0,0,37,28.0,0.001584893192,ZERO_KEY,5.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,B92Protocol
50.0,False,10000000,b92,B92Protocol,27046,8535,0.0008535,,0.0,0.0,0.00013638,0,13524,13522,0.00451246,0.0011101783,0.0,0.0,0.0,0.0,0,2705,10.0,0.1,OK,12.4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54103,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,B92Protocol
150.0,False,10000000,b92,B92Protocol,276,0,0.0,,0.0,0.0,0.01327658,0,138,138,4.74643e-05,7.4938e-06,0.0,0.0,0.0,0.0,0,28,30.0,0.001,ZERO_KEY,6.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,B92Protocol
0.0,True,10000000,b92,B92Protocol,251230,37957,0.0037957,,0.01029336,0.00989099,0.01069573,2586,125615,125615,0.0429336338,0.0075112266,1.52013e-05,0.01012385,0.01125391,0.68421053,1,25123,0.0,1.0,OK,6.8082,471,238,233,0,0,0,1,0,0,0,0,0,34563,17345,17345,0,251969,513,0,0,0,0,0,3290,0,1,503777,0,False,False,0,"{""afterpulse_total_count"": 513, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,B92Protocol
130.0,False,10000000,b92,B92Protocol,653,0,0.0,,0.0,0.0,0.0056332,0,327,326,0.0001087256,2.74941e-05,0.0,0.0,0.0,0.0,0,65,26.0,0.002511886432,ZERO_KEY,9.0578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,B92Protocol
10.0,True,10000000,b92,B92Protocol,161028,21711,0.0021711,,0.01017835,0.00967608,0.01068063,1639,80514,80514,0.0275374839,0.0047826448,8.7948e-06,0.01002337,0.01150628,0.5,1,16103,2.0,0.63095734448,OK,6.2484,158,84,74,0,0,0,1,0,0,0,0,0,22081,10985,10985,0,160723,310,0,0,0,0,0,1360,0,1,322048,0,False,False,0,"{""afterpulse_total_count"": 310, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,B92Protocol
20.0,True,10000000,b92,B92Protocol,105913,28597,0.0028597,,0.01033867,0.00971117,0.01096618,1095,52957,52956,0.017626769,0.0044829262,5.5986e-06,0.01028556,0.01014832,0.5,1,10591,4.0,0.398107170553,OK,6.8536,82,46,36,0,0,0,1,0,0,0,0,0,14163,7128,7128,0,105732,212,0,0,0,0,0,619,0,1,211850,0,False,False,0,"{""afterpulse_total_count"": 212, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,B92Protocol
30.0,True,10000000,b92,B92Protocol,67570,15573,0.0015573,,0.01009324,0.00931075,0.01087573,682,33785,33785,0.0112784032,0.0027572909,2.0012e-06,0.01007236,0.00979325,0.6,1,6757,6.0,0.251188643151,OK,5.7426,27,12,15,0,0,0,1,0,0,0,0,0,8934,4574,4574,0,67511,148,0,0,0,0,0,277,0,1,134757,0,False,False,0,"{""afterpulse_total_count"": 148, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,B92Protocol
40.0,True,10000000,b92,B92Protocol,42634,9189,0.0009189,,0.01046113,0.00944956,0.01147271,446,21317,21317,0.0070892212,0.0018270372,1.5992e-06,0.01034023,0.01094092,0.75,1,4263,8.0,0.158489319246,OK,5.6187,10,7,3,0,0,0,1,0,0,0,0,0,5669,2856,2856,0,42362,79,0,0,0,0,0,116,0,1,84970,0,False,False,0,"{""afterpulse_total_count"": 79, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,B92Protocol
60.0,True,10000000,b92,B92Protocol,17021,1910,0.000191,,0.01098643,0.00930469,0.01266817,187,8510,8511,0.0028436531,0.0006930135,7.992e-07,0.01119427,0.00793651,0.5,1,1702,12.0,0.063095734448,OK,5.7024,1,0,1,0,0,0,1,0,0,0,0,0,2161,1120,1120,0,17112,34,0,0,0,0,0,31,0,1,33932,0,False,False,0,"{""afterpulse_total_count"": 34, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,B92Protocol
90.0,True,10000000,b92,B92Protocol,4204,0,0.0,,0.0083254,0.00509104,0.01155977,35,2102,2102,0.0007002932,0.0001767964,0.0,0.00883117,0.00282486,0.0,1,420,18.0,0.015848931925,ZERO_KEY,5.5024,0,0,0,0,0,0,1,0,0,0,0,0,554,292,292,0,4196,6,0,0,0,0,0,5,0,1,8431,0,False,False,0,"{""afterpulse_total_count"": 6, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,B92Protocol
80.0,True,10000000,b92,B92Protocol,6742,16,1.6e-06,,0.00949273,0.00687942,0.01210605,64,3371,3371,0.0011249588,0.000276826,0.0,0.01001939,0.00361011,0.0,1,674,16.0,0.025118864315,OK,5.9585,0,0,0,0,0,0,1,0,0,0,0,0,894,441,441,0,6593,13,0,0,0,0,0,9,0,1,13290,0,False,False,0,"{""afterpulse_total_count"": 13, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,B92Protocol
110.0,True,10000000,b92,B92Protocol,1684,0,0.0,,0.01247031,0.0059413,0.01899932,21,842,842,0.0002812732,6.8474e-05,0.0,0.01357466,0.0,0.0,1,168,22.0,0.006309573445,ZERO_KEY,5.4654,0,0,0,0,0,0,1,0,0,0,0,0,219,100,100,0,1648,2,0,0,0,0,0,2,0,1,3386,0,False,False,0,"{""afterpulse_total_count"": 2, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,B92Protocol
70.0,True,10000000,b92,B92Protocol,10893,745,7.45e-05,,0.01147526,0.00929332,0.0136572,125,5446,5447,0.0018103573,0.0004664139,1.5999e-06,0.01145038,0.0096463,0.5,1,1089,14.0,0.039810717055,OK,8.1087,0,0,0,0,0,0,1,0,0,0,0,0,1444,720,720,0,10910,23,0,0,0,0,0,10,0,1,21641,0,False,False,0,"{""afterpulse_total_count"": 23, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,B92Protocol
120.0,True,10000000,b92,B92Protocol,1090,0,0.0,,0.00733945,0.00026872,0.01441018,8,546,544,0.0001808867,4.74843e-05,0.0,0.0080402,0.0,0.0,1,109,24.0,0.003981071706,ZERO_KEY,5.4958,0,0,0,0,0,0,1,0,0,0,0,0,134,76,76,0,1050,2,0,0,0,0,0,0,0,1,2187,0,False,False,0,"{""afterpulse_total_count"": 2, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,B92Protocol
100.0,True,10000000,b92,B92Protocol,2681,0,0.0,,0.01230884,0.00737457,0.01724311,33,1341,1340,0.0004468619,0.0001115969,0.0,0.01301871,0.0044843,0.0,1,268,20.0,0.01,ZERO_KEY,7.9331,0,0,0,0,0,0,1,0,0,0,0,0,356,170,170,0,2586,5,0,0,0,0,0,3,0,1,5265,0,False,False,0,"{""afterpulse_total_count"": 5, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,B92Protocol
50.0,True,10000000,b92,B92Protocol,27120,4366,0.0004366,,0.01065634,0.00936201,0.01195067,289,13561,13559,0.0045249568,0.0011116907,2.4005e-06,0.01064642,0.00854701,0.83333333,1,2712,10.0,0.1,OK,13.3894,5,3,2,0,0,0,1,0,0,0,0,0,3529,1789,1789,0,27261,54,0,0,0,0,0,48,0,1,54148,0,False,False,0,"{""afterpulse_total_count"": 54, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,B92Protocol
130.0,True,10000000,b92,B92Protocol,659,0,0.0,,0.01062215,0.0,0.02176261,7,329,330,0.0001094127,2.85147e-05,0.0,0.00996678,0.01754386,0.0,1,66,26.0,0.002511886432,ZERO_KEY,5.9461,0,0,0,0,0,0,1,0,0,0,0,0,91,41,41,0,679,4,0,0,0,0,0,1,0,1,1355,0,False,False,0,"{""afterpulse_total_count"": 4, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,B92Protocol
140.0,True,10000000,b92,B92Protocol,484,0,0.0,,0.00826446,0.0,0.0210242,4,241,243,7.86973e-05,2.50144e-05,4.002e-07,0.00692841,0.02,0.0,1,48,28.0,0.001584893192,ZERO_KEY,5.4605,0,0,0,0,0,0,1,0,0,0,0,0,57,30,30,0,458,1,0,0,0,0,0,1,0,1,916,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,B92Protocol
150.0,True,10000000,b92,B92Protocol,289,0,0.0,,0.01038062,0.0,0.0300352,3,144,145,4.81895e-05,1.20004e-05,0.0,0.01132075,0.0,0.0,1,29,30.0,0.001,ZERO_KEY,7.0083,0,0,0,0,0,0,1,0,0,0,0,0,31,19,19,0,316,0,0,0,0,0,0,0,0,1,570,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,B92Protocol
