distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_detector_qber_intrinsic,sweep_detector_misalignment
120.0,False,10000000,bb84-decoy,BB84DecoyProtocol,884,0,0.0,29851.35302,0.0,0.0,0.00416425,0,433,451,0.0001367225,3.15217e-05,0.0,0.0,0.0,0.0,0,88,24.0,0.003981071706,ZERO_KEY,8.0842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,0.005,0.002
75.0,False,10000000,bb84-decoy,BB84DecoyProtocol,7549,595,5.95e-05,236749.698801,0.0,0.0,0.00048854,0,3737,3812,0.0011793579,0.0002353915,0.0,0.0,0.0,0.0,0,755,15.0,0.031622776602,OK,6.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15025,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,15.0,0.0,0.005,0.005
90.0,False,10000000,bb84-decoy,BB84DecoyProtocol,3878,0,0.0,118761.113627,0.0,0.0,0.00095078,0,1865,2013,0.0006014666,0.0001358108,0.0,0.0,0.0,0.0,0,388,18.0,0.015848931925,ZERO_KEY,5.8334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7785,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,0.005,0.005
105.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1882,0,0.0,59548.01098,0.0,0.0,0.00195817,0,971,911,0.0002935966,5.99998e-05,0.0,0.0,0.0,0.0,0,188,21.0,0.007943282347,ZERO_KEY,5.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3778,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,21.0,0.0,0.005,0.005
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,59806,14925,0.0014925,1857667.938681,0.0,0.0,6.168e-05,0,29871,29935,0.0093301507,0.0019103605,0.0,0.0,0.0,0.0,0,5981,6.0,0.251188643151,OK,6.8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119262,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,0.005,0.005
45.0,False,10000000,bb84-decoy,BB84DecoyProtocol,30227,5640,0.000564,937554.855239,0.0,0.0,0.00012203,0,15189,15038,0.0047267467,0.0009334513,0.0,0.0,0.0,0.0,0,3023,9.0,0.125892541179,OK,6.3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60397,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.0,0.0,0.005,0.005
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,15081,2137,0.0002137,471544.43659,0.0,0.0,0.00024457,0,7471,7610,0.0023480856,0.0004953923,0.0,0.0,0.0,0.0,0,1508,12.0,0.063095734448,OK,6.3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30116,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,0.005,0.005
45.0,True,10000000,bb84-decoy,BB84DecoyProtocol,30213,1829,0.0001829,937554.855239,0.01128653,0.01003066,0.0125424,341,15269,14944,0.004705551,0.0009858774,2.502e-06,0.01094386,0.01469843,0.6,1,3021,9.0,0.125892541179,OK,6.4825,6,4,2,0,0,0,1,0,0,0,0,0,4029,2018,2018,38,30318,58,0,0,0,0,0,71,0,1,60574,0,False,False,0,"{""afterpulse_total_count"": 58, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.0,0.0,0.005,0.005
60.0,True,10000000,bb84-decoy,BB84DecoyProtocol,14932,0,0.0,471544.43659,0.00971069,0.00800508,0.0114163,145,7515,7417,0.0023342849,0.0004588827,2.5002e-06,0.00949322,0.01090513,0.4,1,1493,12.0,0.063095734448,ZERO_KEY,5.7982,2,0,2,0,0,0,1,0,0,0,0,0,2030,990,990,17,15085,26,0,0,0,0,0,22,0,1,30052,0,False,False,0,"{""afterpulse_total_count"": 26, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,0.005,0.005
75.0,True,10000000,bb84-decoy,BB84DecoyProtocol,7539,0,0.0,236749.698801,0.00848919,0.00615063,0.01082774,64,3748,3791,0.0011759983,0.0002400236,1.0003e-06,0.00821879,0.01041667,0.5,1,754,15.0,0.031622776602,ZERO_KEY,6.4273,0,0,0,0,0,0,1,0,0,0,0,0,1015,541,541,12,7495,19,0,0,0,0,0,5,0,1,15013,0,False,False,0,"{""afterpulse_total_count"": 19, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,15.0,0.0,0.005,0.005
120.0,False,10000000,bb84-decoy,BB84DecoyProtocol,983,0,0.0,29851.35302,0.0,0.0,0.00374564,0,509,474,0.0001530181,3.25031e-05,0.0,0.0,0.0,0.0,0,98,24.0,0.003981071706,ZERO_KEY,6.5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,0.005,0.005
135.0,False,10000000,bb84-decoy,BB84DecoyProtocol,458,0,0.0,14962.788036,0.0,0.0,0.00802197,0,220,238,7.19967e-05,1.30029e-05,0.0,0.0,0.0,0.0,0,46,27.0,0.001995262315,ZERO_KEY,6.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,27.0,0.0,0.005,0.005
150.0,False,10000000,bb84-decoy,BB84DecoyProtocol,239,0,0.0,7499.578149,0.0,0.0,0.01531614,0,115,124,3.80046e-05,5.5024e-06,0.0,0.0,0.0,0.0,0,24,30.0,0.001,ZERO_KEY,9.0565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,0.005,0.005
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,3773,0,0.0,118761.113627,0.01007156,0.00634508,0.01379804,38,1890,1883,0.0005906681,0.000114553,0.0,0.00987585,0.01310044,0.0,1,377,18.0,0.015848931925,ZERO_KEY,6.6479,0,0,0,0,0,0,1,0,0,0,0,0,532,257,257,6,3756,8,0,0,0,0,0,2,0,1,7588,0,False,False,0,"{""afterpulse_total_count"": 8, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,0.005,0.005
105.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1811,0,0.0,59548.01098,0.01049144,0.00464749,0.01633539,19,885,926,0.0002803244,6.44842e-05,0.0,0.01070155,0.00775194,0.0,1,181,21.0,0.007943282347,ZERO_KEY,5.4258,0,0,0,0,0,0,1,0,0,0,0,0,264,120,120,2,1841,3,0,0,0,0,0,1,0,1,3750,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,21.0,0.0,0.005,0.005
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,949,0,0.0,29851.35302,0.01369863,0.0040861,0.02331116,13,481,468,0.0001480315,3.0474e-05,0.0,0.01463964,0.0,0.0,1,95,24.0,0.003981071706,ZERO_KEY,6.146,0,0,0,0,0,0,1,0,0,0,0,0,133,64,64,1,936,3,0,0,0,0,0,0,0,1,1888,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,0.005,0.005
15.0,True,10000000,bb84-decoy,BB84DecoyProtocol,118089,19826,0.0019826,3655851.421332,0.00755362,0.00704328,0.00806397,892,59053,59036,0.0184180622,0.003770206,8.0024e-06,0.00743649,0.00835876,0.4375,2,11809,3.0,0.501187233627,OK,14.9794,54,30,24,0,0,0,2,1,0,0,0,0,11333,5564,5564,159,118273,233,0,0,0,0,0,736,0,1,236559,0,False,False,0,"{""afterpulse_total_count"": 233, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,3.0,0.0,0.005,0.002
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,60065,7141,0.0007141,1857667.938681,0.0072921,0.006579,0.0080052,438,30042,30023,0.0093955828,0.0018378997,7.499e-06,0.00720177,0.00789116,0.2,1,6006,6.0,0.251188643151,OK,15.2268,13,8,5,0,0,0,1,0,0,0,0,0,5713,2908,2908,76,59850,116,0,0,0,0,0,195,0,1,119798,0,False,False,0,"{""afterpulse_total_count"": 116, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,0.005,0.002
45.0,True,10000000,bb84-decoy,BB84DecoyProtocol,29970,2621,0.0002621,937554.855239,0.00710711,0.00609001,0.0081242,213,14939,15031,0.0046803908,0.0009421881,2.5002e-06,0.00690883,0.00795756,0.8,1,2997,9.0,0.125892541179,OK,14.6435,2,1,1,0,0,0,1,0,0,0,0,0,2766,1365,1365,33,30181,55,0,0,0,0,0,42,0,1,60029,0,False,False,0,"{""afterpulse_total_count"": 55, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.0,0.0,0.005,0.002
135.0,True,10000000,bb84-decoy,BB84DecoyProtocol,489,0,0.0,14962.788036,0.01022495,0.0,0.02369929,5,263,226,7.71559e-05,1.251e-05,4.998e-07,0.01079914,0.0,0.0,1,49,27.0,0.001995262315,ZERO_KEY,5.8197,0,0,0,0,0,0,1,0,0,0,0,0,50,25,25,0,482,1,0,0,0,0,0,0,0,1,957,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,27.0,0.0,0.005,0.005
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,200,0,0.0,7499.578149,0.025,0.0,0.05737435,5,102,98,3.15039e-05,5.4957e-06,0.0,0.02645503,0.0,0.0,1,20,30.0,0.001,ZERO_KEY,7.4714,0,0,0,0,0,0,1,0,0,0,0,0,49,20,20,0,224,0,0,0,0,0,0,0,0,1,430,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,0.005,0.005
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,232008,65404,0.0065404,7100768.934142,0.0,0.0,1.59e-05,0,115426,116582,0.0361741713,0.0074633099,0.0,0.0,0.0,0.0,0,23201,0.0,1.0,OK,7.2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464169,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,0.005,0.01
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,232065,39099,0.0039099,7100768.934142,0.01026437,0.00984596,0.01068278,2382,116288,115777,0.0361882119,0.0073959411,2.65135e-05,0.01003526,0.01218027,0.41509434,1,23206,0.0,1.0,OK,12.1733,373,182,191,0,0,0,1,0,0,0,0,0,31711,15854,15854,312,232057,459,0,0,0,0,0,2778,0,1,464012,0,False,False,0,"{""afterpulse_total_count"": 459, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,0.005,0.005
15.0,True,10000000,bb84-decoy,BB84DecoyProtocol,118868,17302,0.0017302,3655851.421332,0.0098765,0.00929801,0.01045499,1174,59440,59428,0.0185512097,0.0037503393,1.44941e-05,0.00972609,0.0105488,0.4137931,1,11887,3.0,0.501187233627,OK,7.9913,98,58,40,0,0,0,1,0,0,0,0,0,15901,8041,8041,147,118696,237,0,0,0,0,0,709,0,1,237244,0,False,False,0,"{""afterpulse_total_count"": 237, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,3.0,0.0,0.005,0.005
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,59858,6674,0.0006674,1857667.938681,0.00962277,0.00880812,0.01043742,576,29967,29891,0.0093349142,0.0019194904,4.9999e-06,0.00931993,0.01276374,0.5,1,5986,6.0,0.251188643151,OK,7.9633,24,15,9,0,0,0,1,0,0,0,0,0,7985,4048,4048,83,59811,134,0,0,0,0,0,213,0,1,119671,0,False,False,0,"{""afterpulse_total_count"": 134, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,0.005,0.005
15.0,False,10000000,bb84-decoy,BB84DecoyProtocol,117768,31862,0.0031862,3655851.421332,0.0,0.0,3.132e-05,0,58304,59464,0.0183734368,0.0037469242,0.0,0.0,0.0,0.0,0,11777,3.0,0.501187233627,OK,7.4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235443,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,3.0,0.0,0.005,0.01
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,60034,15057,0.0015057,1857667.938681,0.0,0.0,6.144e-05,0,29864,30170,0.0093524844,0.0019486123,0.0,0.0,0.0,0.0,0,6003,6.0,0.251188643151,OK,7.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119737,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,0.005,0.01
45.0,False,10000000,bb84-decoy,BB84DecoyProtocol,29896,5873,0.0005873,937554.855239,0.0,0.0,0.00012338,0,14922,14974,0.0046641931,0.0009576026,0.0,0.0,0.0,0.0,0,2990,9.0,0.125892541179,OK,5.9747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59757,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,9.0,0.0,0.005,0.01
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,15123,2440,0.000244,471544.43659,0.0,0.0,0.0002439,0,7555,7568,0.0023556164,0.0004946397,0.0,0.0,0.0,0.0,0,1512,12.0,0.063095734448,OK,7.6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30241,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,0.005,0.01
75.0,False,10000000,bb84-decoy,BB84DecoyProtocol,7594,329,3.29e-05,236749.698801,0.0,0.0,0.00048564,0,3800,3794,0.001191553,0.0002223911,0.0,0.0,0.0,0.0,0,759,15.0,0.031622776602,OK,6.9482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15084,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,15.0,0.0,0.005,0.01
90.0,False,10000000,bb84-decoy,BB84DecoyProtocol,3634,0,0.0,118761.113627,0.0,0.0,0.00101459,0,1828,1806,0.0005609934,0.0001340682,0.0,0.0,0.0,0.0,0,363,18.0,0.015848931925,ZERO_KEY,6.3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,0.005,0.01
105.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1882,0,0.0,59548.01098,0.0,0.0,0.00195817,0,979,903,0.0002937367,5.94772e-05,0.0,0.0,0.0,0.0,0,188,21.0,0.007943282347,ZERO_KEY,8.9027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,6e-07,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,21.0,0.0,0.005,0.01
