distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,sweep_source_intended_proof
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,393887,42226,0.0042226,7100768.934142,0.0,0.0,9.37e-06,0,197188,196699,0.0631635629,0.0074436353,0.0,0.0,0.0,0.0,0,39389,0.0,1.0,OK,9.1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787761,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
10.0,False,10000000,bb84-decoy,BB84DecoyProtocol,254596,26069,0.0026069,4570014.367521,0.0,0.0,1.449e-05,0,127645,126951,0.0408726902,0.0046695205,0.0,0.0,0.0,0.0,0,25460,2.0,0.63095734448,OK,6.5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509429,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,26324,959,9.59e-05,471544.43659,0.0,0.0,0.00014012,0,13145,13179,0.0042232355,0.0004925672,0.0,0.0,0.0,0.0,0,2632,12.0,0.063095734448,OK,9.2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52490,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
70.0,False,10000000,bb84-decoy,BB84DecoyProtocol,16775,0,0.0,297913.24554,0.0,0.0,0.00021988,0,8427,8348,0.0026907968,0.0003128711,0.0,0.0,0.0,0.0,0,1678,14.0,0.039810717055,ZERO_KEY,9.6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33288,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
140.0,False,10000000,bb84-decoy,BB84DecoyProtocol,690,0,0.0,11885.639336,0.0,0.0,0.00533194,0,367,323,0.0001100092,1.4995e-05,0.0,0.0,0.0,0.0,0,69,28.0,0.001584893192,ZERO_KEY,13.7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
150.0,False,10000000,bb84-decoy,BB84DecoyProtocol,399,0,0.0,7499.578149,0.0,0.0,0.00920271,0,194,205,6.28504e-05,1.09951e-05,0.0,0.0,0.0,0.0,0,40,30.0,0.001,ZERO_KEY,8.2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
20.0,True,10000000,bb84-decoy,BB84DecoyProtocol,163857,0,0.0,2920410.345794,0.01511684,0.01450873,0.01572495,2477,82012,81845,0.0262929563,0.0030143542,2.00095e-05,0.01500105,0.01493033,0.5,1,16386,4.0,0.398107170553,ZERO_KEY,6.2303,267,120,147,0,0,0,1,0,0,0,0,0,33122,16558,16558,245,164717,356,0,0,0,0,0,1382,0,1,327982,0,False,False,0,"{""afterpulse_total_count"": 356, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,103821,0,0.0,1857667.938681,0.01509329,0.01433359,0.01585298,1567,51922,51899,0.016671565,0.0018976386,9.9899e-06,0.01499895,0.01502372,0.5,1,10382,6.0,0.251188643151,ZERO_KEY,6.0494,91,54,37,0,0,0,1,0,0,0,0,0,20890,10415,10415,147,103703,219,0,0,0,0,0,590,0,1,207923,0,False,False,0,"{""afterpulse_total_count"": 219, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,65716,0,0.0,1178166.633955,0.01506482,0.01408724,0.01604241,990,33234,32482,0.0105682087,0.0011510367,4.5007e-06,0.01499905,0.01476335,0.55555556,1,6572,8.0,0.158489319246,ZERO_KEY,5.8475,34,15,19,0,0,0,1,0,0,0,0,0,13117,6570,6570,86,65697,127,0,0,0,0,0,244,0,1,131737,0,False,False,0,"{""afterpulse_total_count"": 127, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
50.0,True,10000000,bb84-decoy,BB84DecoyProtocol,41697,0,0.0,745804.867286,0.015109,0.01387457,0.01634343,630,20762,20935,0.0066932689,0.0007628554,3.5038e-06,0.01501382,0.01506221,0.57142857,1,4170,10.0,0.1,ZERO_KEY,6.0581,17,12,5,0,0,0,1,0,0,0,0,0,8317,4118,4118,47,41682,71,0,0,0,0,0,117,0,1,83523,0,False,False,0,"{""afterpulse_total_count"": 71, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,10427,0,0.0,188125.672884,0.01496116,0.01249457,0.01742774,156,5192,5235,0.0016733776,0.0001924859,5.001e-07,0.01493875,0.01558442,0.0,1,1043,16.0,0.025118864315,ZERO_KEY,5.539,2,1,1,0,0,0,1,0,0,0,0,0,2039,1009,1009,8,10402,14,0,0,0,0,0,4,0,1,20964,0,False,False,0,"{""afterpulse_total_count"": 14, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,6843,0,0.0,118761.113627,0.01505188,0.01187829,0.01822547,103,3416,3427,0.0011029798,0.0001120542,4.998e-07,0.0149592,0.01785714,0.0,1,684,18.0,0.015848931925,ZERO_KEY,5.6299,0,0,0,0,0,0,1,0,0,0,0,0,1309,627,627,10,6717,16,0,0,0,0,0,4,0,1,13423,0,False,False,0,"{""afterpulse_total_count"": 16, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
100.0,True,10000000,bb84-decoy,BB84DecoyProtocol,4281,0,0.0,74957.836219,0.01471619,0.01072737,0.01870501,63,2182,2099,0.0006839278,8.79809e-05,5.003e-07,0.01486355,0.01136364,0.0,1,428,20.0,0.01,ZERO_KEY,5.6185,0,0,0,0,0,0,1,0,0,0,0,0,838,402,402,6,4184,8,0,0,0,0,0,1,0,1,8298,0,False,False,0,"{""afterpulse_total_count"": 8, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
110.0,True,10000000,bb84-decoy,BB84DecoyProtocol,2623,0,0.0,47305.011649,0.01524971,0.01033441,0.02016502,40,1312,1311,0.0004232225,4.14809e-05,0.0,0.01496063,0.02409639,0.0,1,262,22.0,0.006309573445,ZERO_KEY,5.504,0,0,0,0,0,0,1,0,0,0,0,0,517,236,236,3,2647,6,0,0,0,0,0,2,0,1,5299,0,False,False,0,"{""afterpulse_total_count"": 6, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
60.0,True,10000000,bb84-decoy,BB84DecoyProtocol,26361,0,0.0,471544.43659,0.01509806,0.01352011,0.01667602,398,13218,13143,0.0042413973,0.0004542951,3.0005e-06,0.01497288,0.01540154,0.5,1,2636,12.0,0.063095734448,ZERO_KEY,7.471,8,5,3,0,0,0,1,0,0,0,0,0,5279,2665,2665,33,25974,51,0,0,0,0,0,53,0,1,52417,0,False,False,0,"{""afterpulse_total_count"": 51, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
70.0,True,10000000,bb84-decoy,BB84DecoyProtocol,16526,0,0.0,297913.24554,0.01500666,0.01305341,0.0169599,248,8116,8410,0.0026612725,0.000280273,5.001e-07,0.01503383,0.01426025,0.0,1,1653,14.0,0.039810717055,ZERO_KEY,5.6818,3,2,1,0,0,0,1,0,0,0,0,0,3365,1665,1665,22,16722,34,0,0,0,0,0,22,0,1,33226,0,False,False,0,"{""afterpulse_total_count"": 34, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1702,0,0.0,29851.35302,0.01586369,0.01004302,0.02168436,27,884,818,0.0002710436,3.79471e-05,4.995e-07,0.01538462,0.02631579,0.0,1,170,24.0,0.003981071706,ZERO_KEY,5.5596,0,0,0,0,0,0,1,0,0,0,0,0,317,160,160,2,1704,3,0,0,0,0,0,0,0,1,3379,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
130.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1021,0,0.0,18836.486761,0.01469148,0.00460127,0.02478169,15,518,503,0.000162128,2.39999e-05,0.0,0.01541624,0.0,0.0,1,102,26.0,0.002511886432,ZERO_KEY,5.4664,0,0,0,0,0,0,1,0,0,0,0,0,189,86,86,3,1037,3,0,0,0,0,0,0,0,1,2085,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,393485,3753,0.0003753,7100768.934142,0.01508571,0.01469419,0.01547722,5936,197242,196243,0.0630702449,0.0075057783,3.54768e-05,0.01499956,0.014997,0.49295775,1,39348,0.0,1.0,OK,10.1495,1512,729,783,0,0,0,1,0,0,0,0,0,83019,41597,41597,565,393965,805,0,0,0,0,0,7895,0,1,788664,0,False,False,0,"{""afterpulse_total_count"": 805, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
10.0,True,10000000,bb84-decoy,BB84DecoyProtocol,254774,0,0.0,4570014.367521,0.01509181,0.01460684,0.01557678,3845,127339,127435,0.0408956056,0.0046853695,2.4002e-05,0.01499886,0.0150416,0.5,1,25477,2.0,0.63095734448,ZERO_KEY,13.4224,657,329,328,0,0,0,1,0,0,0,0,0,51929,25969,25969,351,255442,536,0,0,0,0,0,3321,0,1,511253,0,False,False,0,"{""afterpulse_total_count"": 536, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,696,0,0.0,11885.639336,0.01436782,0.00029233,0.02844331,10,346,350,0.0001116799,1.30012e-05,0.0,0.01492537,0.0,0.0,1,70,28.0,0.001584893192,ZERO_KEY,10.9801,0,0,0,0,0,0,1,0,0,0,0,0,141,75,75,0,690,0,0,0,0,0,0,0,0,1,1388,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
150.0,True,10000000,bb84-decoy,BB84DecoyProtocol,417,0,0.0,7499.578149,0.01438849,0.00070305,0.02807393,6,209,208,6.71636e-05,7.0016e-06,0.0,0.01488834,0.0,0.0,1,42,30.0,0.001,ZERO_KEY,5.2938,0,0,0,0,0,0,1,0,0,0,0,0,88,45,45,0,426,1,0,0,0,0,0,0,0,1,869,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
20.0,False,10000000,bb84-decoy,BB84DecoyProtocol,162719,34586,0.0034586,2920410.345794,0.0,0.0,2.267e-05,0,81254,81465,0.0261109734,0.0030011728,0.0,0.0,0.0,0.0,0,16272,4.0,0.398107170553,OK,6.8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325587,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.9,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,MA_2005
