distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,sweep_source_intended_proof
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,5964,0,0.0,188125.672884,0.01492287,0.01139786,0.01844788,89,3001,2963,0.0009292653,0.0001934859,5.001e-07,0.01488522,0.01550388,0.0,1,596,16.0,0.025118864315,ZERO_KEY,5.6545,0,0,0,0,0,0,1,0,0,0,0,0,1159,573,573,8,5920,15,0,0,0,0,0,3,0,1,11973,0,False,False,0,"{""afterpulse_total_count"": 15, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,3748,0,0.0,118761.113627,0.0149413,0.01052345,0.01935915,56,1863,1885,0.0005924891,9.60464e-05,4.998e-07,0.01490858,0.015625,0.0,1,375,18.0,0.015848931925,ZERO_KEY,6.2503,0,0,0,0,0,0,1,0,0,0,0,0,713,367,367,4,3777,7,0,0,0,0,0,1,0,1,7578,0,False,False,0,"{""afterpulse_total_count"": 7, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
20.0,False,10000000,bb84-decoy,BB84DecoyProtocol,94238,25115,0.0025115,2920410.345794,0.0,0.0,3.914e-05,0,47314,46924,0.0147053263,0.0029785749,0.0,0.0,0.0,0.0,0,9424,4.0,0.398107170553,OK,15.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188657,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,59651,14264,0.0014264,1857667.938681,0.0,0.0,6.184e-05,0,29912,29739,0.0093174368,0.0018711731,0.0,0.0,0.0,0.0,0,5965,6.0,0.251188643151,OK,12.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119476,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,931,0,0.0,29851.35302,0.01396348,0.00364042,0.02428654,13,453,478,0.0001451126,3.04576e-05,0.0,0.01494253,0.0,0.0,1,93,24.0,0.003981071706,ZERO_KEY,5.3713,0,0,0,0,0,0,1,0,0,0,0,0,163,75,75,1,1003,2,0,0,0,0,0,1,0,1,1971,0,False,False,0,"{""afterpulse_total_count"": 2, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
130.0,True,10000000,bb84-decoy,BB84DecoyProtocol,591,0,0.0,18836.486761,0.01522843,0.00078248,0.02967437,9,321,270,9.24779e-05,1.79999e-05,0.0,0.01621622,0.0,0.0,1,59,26.0,0.002511886432,ZERO_KEY,5.5427,0,0,0,0,0,0,1,0,0,0,0,0,113,52,52,1,599,1,0,0,0,0,0,1,0,1,1182,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,37849,1866,0.0001866,1178166.633955,0.01516553,0.01386961,0.01646144,574,18975,18874,0.0059206571,0.0011575341,6.0009e-06,0.01500521,0.01511226,0.5,1,3785,8.0,0.158489319246,OK,6.3833,11,7,4,0,0,0,1,0,0,0,0,0,7512,3768,3768,55,37824,85,0,0,0,0,0,64,0,1,75729,0,False,False,0,"{""afterpulse_total_count"": 85, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
50.0,True,10000000,bb84-decoy,BB84DecoyProtocol,24180,537,5.37e-05,745804.867286,0.01505376,0.01344903,0.0166585,364,12019,12161,0.0037751816,0.0007613567,1.5016e-06,0.01500905,0.01509186,0.33333333,1,2418,10.0,0.1,OK,8.1954,3,3,0,0,0,0,1,0,0,0,0,0,4767,2387,2387,38,24207,54,0,0,0,0,0,41,0,1,48284,0,False,False,0,"{""afterpulse_total_count"": 54, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
100.0,True,10000000,bb84-decoy,BB84DecoyProtocol,2386,0,0.0,74957.836219,0.0146689,0.00934132,0.01999648,35,1216,1170,0.0003744605,6.8985e-05,5.003e-07,0.01468625,0.01449275,0.0,1,239,20.0,0.01,ZERO_KEY,9.2588,0,0,0,0,0,0,1,0,0,0,0,0,482,236,236,1,2359,2,0,0,0,0,0,0,0,1,4681,0,False,False,0,"{""afterpulse_total_count"": 2, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
110.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1468,0,0.0,47305.011649,0.01498638,0.00737067,0.02260208,22,732,736,0.0002281069,4.94772e-05,0.0,0.0146092,0.02020202,0.0,1,147,22.0,0.006309573445,ZERO_KEY,5.5795,0,0,0,0,0,0,1,0,0,0,0,0,280,139,139,4,1454,6,0,0,0,0,0,2,0,1,2952,0,False,False,0,"{""afterpulse_total_count"": 6, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.5,0.6,0.1,0.2,0.0,0.2,False,0,0.15,0.15,1e-06,2e-06,50.0,45.0,293.0,293.0,50.0,LIM_2014
